id;plano_id;plano;acomodacao;vidas;estado;compulsorio;linha;coparticipacao;pf;quantidade_de_ativos;0-18;19-23;24-28;29-33;34-38;39-43;44-48;49-53;54-58;59+
193;maxmed_platinum_300442139_minas_gerais_ccp_la_3_a_29_qc;MaxMed Platinum R3;QC;"""3 a 29""";PERNAMBUCO;Compulsório;Linha Premium;Com coparticipação parcial;false;469;"""682,03""";"""797,97""";"""975,30""";"""1173,09""";"""1234,47""";"""1357,24""";"""1698,25""";"""1868,76""";"""2332,54""";"""4078,53"""
194;maxmed_silver_202983037_rio_de_janeiro_sc_la_30_a_99_qc;MaxMed Silver R3;QC;"""30 a 99""";RIO DE JANEIRO;Compulsório;Linha Master;Com coparticipação30;false;165;"""960,99""";"""1124,36""";"""1374,22""";"""1652,90""";"""1739,39""";"""1912,37""";"""2392,87""";"""2633,11""";"""3286,59""";"""5746,72"""
195;maxmed_premium_877987138_paraíba_sc_co_100_a_199_qc;MaxMed Premium R2;QC;"""100 a 199""";PERNAMBUCO;Compulsório;Linha Master;Sem coparticipação;false;258;"""676,39""";"""791,37""";"""967,23""";"""1163,39""";"""1224,26""";"""1346,01""";"""1684,20""";"""1853,30""";"""2313,24""";"""4044,79"""
196;maxmed_master_780282206_minas_gerais_sc_co_2_qc;MaxMed Master R2;QC;"""2""";PERNAMBUCO;Livre Adesão;Linha Premium;Sem coparticipação;false;114;"""752,28""";"""880,17""";"""1075,76""";"""1293,93""";"""1361,63""";"""1497,04""";"""1873,18""";"""2061,25""";"""2572,81""";"""4498,65"""
197;maxmed_premium_129289785_minas_gerais_cc_co_100_a_199_qc;MaxMed Premium R2;QC;"""100 a 199""";SÃO PAULO;Livre Adesão;Linha Master;Sem coparticipação;false;215;"""407,15""";"""476,36""";"""582,22""";"""700,29""";"""736,93""";"""810,22""";"""1013,79""";"""1115,58""";"""1392,44""";"""2434,73"""
198;maxmed_master_622243516_paraná_ccp_co_100_a_199_qc;MaxMed Master R3;QC;"""100 a 199""";PERNAMBUCO;Demais empresas;Linha Premium;Sem coparticipação;false;415;"""1024,50""";"""1198,66""";"""1465,03""";"""1762,13""";"""1854,34""";"""2038,75""";"""2550,99""";"""2807,12""";"""3503,77""";"""6126,48"""
199;maxmed_elite_705415492_minas_gerais_sc_co_100_a_199_qp;MaxMed Elite R1;QP;"""100 a 199""";BAHIA;Demais empresas;Linha Premium;Com coparticipação30;false;462;"""476,10""";"""557,04""";"""680,83""";"""818,90""";"""861,75""";"""947,45""";"""1185,50""";"""1304,52""";"""1628,28""";"""2847,10"""
200;maxmed_platinum_077325331_paraná_cc_la_3_a_29_qc;MaxMed Platinum R3;QC;"""3 a 29""";PARAÍBA;Demais empresas;Linha Master;Sem coparticipação;false;251;"""1139,90""";"""1333,69""";"""1630,06""";"""1960,63""";"""2063,22""";"""2268,41""";"""2838,36""";"""3123,33""";"""3898,46""";"""6816,61"""
201;maxmed_premium_998457288_paraíba_ccp_la_30_a_99_qp;MaxMed Premium R3;QP;"""30 a 99""";PARAÍBA;Demais empresas;Linha Selecionada;Com coparticipação30;false;154;"""352,29""";"""412,18""";"""503,78""";"""605,94""";"""637,65""";"""701,06""";"""877,20""";"""965,28""";"""1204,83""";"""2106,70"""
202;maxmed_premium_662639673_rio_de_janeiro_sc_co_100_a_199_qp;MaxMed Premium R3;QP;"""100 a 199""";PARANÁ;Livre Adesão;Linha Selecionada;Sem coparticipação;false;458;"""355,96""";"""416,47""";"""509,02""";"""612,25""";"""644,28""";"""708,36""";"""886,33""";"""975,32""";"""1217,38""";"""2128,63"""
203;maxmed_silver_304474496_paraná_cc_co_2_qc;MaxMed Silver R3;QC;"""2""";BAHIA;Livre Adesão;Linha Master;Sem coparticipação;false;473;"""982,33""";"""1149,33""";"""1404,73""";"""1689,61""";"""1778,02""";"""1954,84""";"""2446,00""";"""2691,58""";"""3359,57""";"""5874,33"""
204;maxmed_basic_740709350_paraná_sc_co_2_qp;MaxMed Basic R2;QP;"""2""";RIO DE JANEIRO;Livre Adesão;Linha Premium;Sem coparticipação;false;13;"""543,98""";"""636,46""";"""777,90""";"""935,65""";"""984,61""";"""1082,53""";"""1354,52""";"""1490,52""";"""1860,43""";"""3253,03"""
205;maxmed_platinum_176651042_pernambuco_sc_la_100_a_199_qp;MaxMed Platinum R1;QP;"""100 a 199""";MINAS GERAIS;Demais empresas;Linha Básica;Com coparticipação30;false;244;"""935,70""";"""1094,76""";"""1338,04""";"""1609,40""";"""1693,61""";"""1862,03""";"""2329,88""";"""2563,81""";"""3200,08""";"""5595,46"""
206;maxmed_diamond_467554388_são_paulo_ccp_co_100_a_199_qp;MaxMed Diamond R1;QP;"""100 a 199""";PARAÍBA;Compulsório;Linha Premium;Com coparticipação parcial;false;352;"""1193,07""";"""1395,89""";"""1706,09""";"""2052,08""";"""2159,45""";"""2374,21""";"""2970,74""";"""3269,01""";"""4080,30""";"""7134,55"""
207;maxmed_silver_937121545_minas_gerais_cc_co_2_qc;MaxMed Silver R3;QC;"""2""";MINAS GERAIS;Livre Adesão;Linha Master;Com coparticipação30;false;232;"""828,36""";"""969,18""";"""1184,56""";"""1424,78""";"""1499,33""";"""1648,44""";"""2062,62""";"""2269,71""";"""2832,99""";"""4953,60"""
208;maxmed_premium_287351216_paraná_ccp_co_3_a_29_qp;MaxMed Premium R3;QP;"""3 a 29""";PARAÍBA;Livre Adesão;Linha Básica;Com coparticipação30;false;393;"""759,61""";"""888,74""";"""1086,24""";"""1306,53""";"""1374,89""";"""1511,62""";"""1891,43""";"""2081,33""";"""2597,86""";"""4542,46"""
209;maxmed_diamond_746674558_são_paulo_sc_la_30_a_99_qc;MaxMed Diamond R2;QC;"""30 a 99""";RIO DE JANEIRO;Livre Adesão;Linha Master;Sem coparticipação;false;376;"""1058,58""";"""1238,54""";"""1513,77""";"""1820,76""";"""1916,03""";"""2106,58""";"""2635,87""";"""2900,51""";"""3620,35""";"""6330,32"""
210;maxmed_gold_825797801_pernambuco_cc_co_100_a_199_qp;MaxMed Gold R2;QP;"""100 a 199""";BAHIA;Compulsório;Linha Master;Sem coparticipação;false;180;"""944,38""";"""1104,92""";"""1350,46""";"""1624,33""";"""1709,33""";"""1879,31""";"""2351,50""";"""2587,60""";"""3229,78""";"""5647,38"""
211;maxmed_diamond_306220825_são_paulo_ccp_la_30_a_99_qp;MaxMed Diamond R3;QP;"""30 a 99""";PARAÍBA;Compulsório;Linha Básica;Com coparticipação parcial;false;156;"""694,24""";"""812,26""";"""992,77""";"""1194,10""";"""1256,58""";"""1381,54""";"""1728,66""";"""1902,22""";"""2374,31""";"""4151,57"""
212;maxmed_silver_159218826_pernambuco_sc_co_30_a_99_qp;MaxMed Silver R1;QP;"""30 a 99""";PARAÍBA;Demais empresas;Linha Premium;Com coparticipação30;false;352;"""1118,41""";"""1308,55""";"""1599,33""";"""1923,67""";"""2024,33""";"""2225,65""";"""2784,85""";"""3064,46""";"""3824,98""";"""6688,12"""
213;maxmed_basic_562575126_são_paulo_ccp_co_100_a_199_qp;MaxMed Basic R3;QP;"""100 a 199""";BAHIA;Compulsório;Linha Básica;Sem coparticipação;false;114;"""895,57""";"""1047,82""";"""1280,67""";"""1540,38""";"""1620,99""";"""1782,19""";"""2229,98""";"""2453,87""";"""3062,86""";"""5355,52"""
214;maxmed_master_029135343_pernambuco_ccp_la_2_qc;MaxMed Master R1;QC;"""2""";PARAÍBA;Livre Adesão;Linha Premium;Com coparticipação parcial;false;402;"""835,46""";"""977,49""";"""1194,71""";"""1436,99""";"""1512,18""";"""1662,56""";"""2080,29""";"""2289,16""";"""2857,27""";"""4996,04"""
215;maxmed_elite_636366269_pernambuco_ccp_co_30_a_99_qc;MaxMed Elite R1;QC;"""30 a 99""";MINAS GERAIS;Demais empresas;Linha Master;Com coparticipação parcial;false;440;"""557,66""";"""652,47""";"""797,46""";"""959,18""";"""1009,37""";"""1109,75""";"""1388,58""";"""1528,00""";"""1907,21""";"""3334,83"""
216;maxmed_premium_502584019_paraná_sc_la_30_a_99_qc;MaxMed Premium R1;QC;"""30 a 99""";SÃO PAULO;Compulsório;Linha Premium;Sem coparticipação;false;493;"""228,95""";"""267,87""";"""327,40""";"""393,80""";"""414,40""";"""455,61""";"""570,09""";"""627,33""";"""783,01""";"""1369,13"""
217;maxmed_platinum_207889582_paraná_cc_la_3_a_29_qc;MaxMed Platinum R2;QC;"""3 a 29""";PERNAMBUCO;Compulsório;Linha Premium;Sem coparticipação;false;258;"""870,42""";"""1018,39""";"""1244,70""";"""1497,12""";"""1575,46""";"""1732,14""";"""2167,35""";"""2384,95""";"""2976,84""";"""5205,11"""
218;maxmed_elite_796356202_paraíba_ccp_la_100_a_199_qc;MaxMed Elite R3;QC;"""100 a 199""";PARANÁ;Livre Adesão;Linha Básica;Com coparticipação parcial;false;270;"""836,87""";"""979,14""";"""1196,73""";"""1439,42""";"""1514,74""";"""1665,38""";"""2083,82""";"""2293,04""";"""2862,11""";"""5004,51"""
219;maxmed_platinum_868086780_pernambuco_cc_la_100_a_199_qp;MaxMed Platinum R3;QP;"""100 a 199""";BAHIA;Demais empresas;Linha Selecionada;Sem coparticipação;false;468;"""208,63""";"""244,10""";"""298,35""";"""358,85""";"""377,63""";"""415,18""";"""519,50""";"""571,66""";"""713,53""";"""1247,63"""
220;maxmed_elite_773587830_são_paulo_cc_la_30_a_99_qp;MaxMed Elite R3;QP;"""30 a 99""";PARANÁ;Livre Adesão;Linha Master;Com coparticipação parcial;false;110;"""275,56""";"""322,40""";"""394,05""";"""473,96""";"""498,76""";"""548,36""";"""686,14""";"""755,03""";"""942,41""";"""1647,84"""
221;maxmed_master_611012443_rio_de_janeiro_cc_co_3_a_29_qp;MaxMed Master R1;QP;"""3 a 29""";PERNAMBUCO;Compulsório;Linha Básica;Sem coparticipação;false;147;"""1062,81""";"""1243,49""";"""1519,82""";"""1828,03""";"""1923,68""";"""2114,99""";"""2646,39""";"""2912,10""";"""3634,80""";"""6355,59"""
222;maxmed_premium_565462379_bahia_cc_la_100_a_199_qc;MaxMed Premium R1;QC;"""100 a 199""";PERNAMBUCO;Demais empresas;Linha Master;Sem coparticipação;false;262;"""1043,10""";"""1220,43""";"""1491,63""";"""1794,13""";"""1888,01""";"""2075,77""";"""2597,32""";"""2858,09""";"""3567,40""";"""6237,73"""
223;maxmed_gold_234226453_pernambuco_sc_co_3_a_29_qc;MaxMed Gold R3;QC;"""3 a 29""";BAHIA;Compulsório;Linha Premium;Com coparticipação30;false;0;"""432,49""";"""506,01""";"""618,46""";"""743,88""";"""782,81""";"""860,66""";"""1076,90""";"""1185,02""";"""1479,12""";"""2586,29"""
224;maxmed_gold_288360757_rio_de_janeiro_cc_la_30_a_99_qc;MaxMed Gold R1;QC;"""30 a 99""";PARANÁ;Demais empresas;Linha Master;Com coparticipação parcial;false;347;"""349,82""";"""409,28""";"""500,24""";"""601,68""";"""633,17""";"""696,13""";"""871,04""";"""958,49""";"""1196,37""";"""2091,89"""
225;maxmed_silver_641233644_bahia_cc_co_30_a_99_qc;MaxMed Silver R3;QC;"""30 a 99""";PARAÍBA;Livre Adesão;Linha Selecionada;Com coparticipação30;false;437;"""345,56""";"""404,31""";"""494,16""";"""594,37""";"""625,47""";"""687,67""";"""860,45""";"""946,84""";"""1181,83""";"""2066,47"""
226;bemviver_silver_939734969_paraná_sc_co_30_a_99_qc;BemViver Silver R3;QC;"""30 a 99""";MINAS GERAIS;Compulsório;Linha Premium;Sem coparticipação;false;390;"""990,73""";"""1159,15""";"""1416,74""";"""1704,05""";"""1793,22""";"""1971,55""";"""2466,91""";"""2714,59""";"""3388,29""";"""5924,55"""
227;bemviver_silver_225725207_paraíba_cc_la_3_a_29_qc;BemViver Silver R2;QC;"""3 a 29""";PARAÍBA;Compulsório;Linha Selecionada;Sem coparticipação;false;228;"""291,70""";"""341,29""";"""417,13""";"""501,73""";"""527,98""";"""580,48""";"""726,33""";"""799,26""";"""997,62""";"""1744,37"""
228;bemviver_gold_776014055_pernambuco_cc_co_30_a_99_qp;BemViver Gold R1;QP;"""30 a 99""";MINAS GERAIS;Demais empresas;Linha Master;Sem coparticipação;false;159;"""965,57""";"""1129,72""";"""1380,76""";"""1660,78""";"""1747,68""";"""1921,48""";"""2404,27""";"""2645,66""";"""3302,25""";"""5774,10"""
229;bemviver_elite_785137736_rio_de_janeiro_sc_la_3_a_29_qc;BemViver Elite R2;QC;"""3 a 29""";BAHIA;Demais empresas;Linha Master;Com coparticipação parcial;false;246;"""305,08""";"""356,95""";"""436,27""";"""524,75""";"""552,20""";"""607,12""";"""759,66""";"""835,93""";"""1043,39""";"""1824,40"""
230;bemviver_basic_391522627_rio_de_janeiro_ccp_co_3_a_29_qc;BemViver Basic R1;QC;"""3 a 29""";RIO DE JANEIRO;Demais empresas;Linha Premium;Sem coparticipação;false;231;"""1108,03""";"""1296,40""";"""1584,49""";"""1905,82""";"""2005,54""";"""2204,99""";"""2759,00""";"""3036,01""";"""3789,47""";"""6626,04"""
231;bemviver_premium_090313617_minas_gerais_ccp_la_30_a_99_qc;BemViver Premium R1;QC;"""30 a 99""";PERNAMBUCO;Demais empresas;Linha Básica;Sem coparticipação;false;15;"""871,50""";"""1019,65""";"""1246,24""";"""1498,98""";"""1577,41""";"""1734,28""";"""2170,03""";"""2387,91""";"""2980,53""";"""5211,56"""
232;bemviver_platinum_053853082_bahia_cc_la_100_a_199_qp;BemViver Platinum R1;QP;"""100 a 199""";PARAÍBA;Compulsório;Linha Master;Com coparticipação parcial;false;153;"""328,38""";"""384,21""";"""469,58""";"""564,82""";"""594,37""";"""653,48""";"""817,67""";"""899,76""";"""1123,06""";"""1963,72"""
233;bemviver_diamond_506473656_paraíba_ccp_co_30_a_99_qp;BemViver Diamond R3;QP;"""30 a 99""";PARANÁ;Compulsório;Linha Selecionada;Com coparticipação parcial;false;332;"""484,42""";"""566,77""";"""692,72""";"""833,20""";"""876,80""";"""964,00""";"""1206,21""";"""1327,31""";"""1656,72""";"""2896,83"""
234;bemviver_platinum_036894107_são_paulo_sc_co_3_a_29_qc;BemViver Platinum R3;QC;"""3 a 29""";MINAS GERAIS;Compulsório;Linha Premium;Com coparticipação30;false;175;"""213,86""";"""250,21""";"""305,82""";"""367,83""";"""387,08""";"""425,57""";"""532,50""";"""585,97""";"""731,39""";"""1278,86"""
235;bemviver_elite_313273454_pernambuco_sc_la_3_a_29_qp;BemViver Elite R2;QP;"""3 a 29""";PARANÁ;Livre Adesão;Linha Básica;Com coparticipação parcial;false;416;"""872,02""";"""1020,27""";"""1247,00""";"""1499,88""";"""1578,36""";"""1735,33""";"""2171,34""";"""2389,35""";"""2982,32""";"""5214,71"""
236;bemviver_silver_329120870_são_paulo_sc_la_30_a_99_qp;BemViver Silver R2;QP;"""30 a 99""";PERNAMBUCO;Compulsório;Linha Master;Com coparticipação parcial;false;84;"""964,60""";"""1128,58""";"""1379,38""";"""1659,11""";"""1745,92""";"""1919,55""";"""2401,85""";"""2643,00""";"""3298,93""";"""5768,30"""
237;bemviver_basic_474384713_pernambuco_sc_co_100_a_199_qc;BemViver Basic R1;QC;"""100 a 199""";PERNAMBUCO;Livre Adesão;Linha Selecionada;Sem coparticipação;false;311;"""546,24""";"""639,10""";"""781,12""";"""939,53""";"""988,69""";"""1087,02""";"""1360,14""";"""1496,70""";"""1868,14""";"""3266,51"""
238;bemviver_silver_925172698_bahia_ccp_la_30_a_99_qp;BemViver Silver R3;QP;"""30 a 99""";MINAS GERAIS;Demais empresas;Linha Master;Com coparticipação parcial;false;268;"""670,33""";"""784,28""";"""958,57""";"""1152,96""";"""1213,29""";"""1333,95""";"""1669,12""";"""1836,70""";"""2292,52""";"""4008,56"""
239;bemviver_premium_325898971_paraná_ccp_co_3_a_29_qc;BemViver Premium R1;QC;"""3 a 29""";RIO DE JANEIRO;Compulsório;Linha Selecionada;Sem coparticipação;false;266;"""407,09""";"""476,29""";"""582,13""";"""700,19""";"""736,82""";"""810,10""";"""1013,64""";"""1115,41""";"""1392,23""";"""2434,37"""
240;bemviver_gold_227850211_bahia_cc_co_100_a_199_qc;BemViver Gold R1;QC;"""100 a 199""";PARANÁ;Compulsório;Linha Selecionada;Com coparticipação30;false;182;"""458,78""";"""536,78""";"""656,06""";"""789,11""";"""830,40""";"""912,98""";"""1142,37""";"""1257,06""";"""1569,04""";"""2743,52"""
241;bemviver_master_921909203_bahia_cc_co_30_a_99_qc;BemViver Master R1;QC;"""30 a 99""";MINAS GERAIS;Livre Adesão;Linha Premium;Com coparticipação parcial;false;62;"""702,60""";"""822,04""";"""1004,71""";"""1208,46""";"""1271,70""";"""1398,17""";"""1749,46""";"""1925,11""";"""2402,88""";"""4201,52"""
242;bemviver_master_175230467_são_paulo_cc_la_3_a_29_qp;BemViver Master R2;QP;"""3 a 29""";PERNAMBUCO;Compulsório;Linha Master;Sem coparticipação;false;358;"""965,38""";"""1129,50""";"""1380,50""";"""1660,46""";"""1747,34""";"""1921,11""";"""2403,81""";"""2645,15""";"""3301,61""";"""5773,00"""
243;bemviver_silver_947758484_bahia_ccp_la_30_a_99_qp;BemViver Silver R2;QP;"""30 a 99""";PERNAMBUCO;Livre Adesão;Linha Básica;Com coparticipação30;false;100;"""252,88""";"""295,87""";"""361,62""";"""434,96""";"""457,72""";"""503,24""";"""629,68""";"""692,90""";"""864,86""";"""1512,24"""
244;bemviver_platinum_009763190_paraná_sc_co_3_a_29_qp;BemViver Platinum R1;QP;"""3 a 29""";MINAS GERAIS;Demais empresas;Linha Básica;Sem coparticipação;false;212;"""307,13""";"""359,34""";"""439,19""";"""528,26""";"""555,90""";"""611,18""";"""764,75""";"""841,53""";"""1050,37""";"""1836,62"""
245;bemviver_premium_767279969_pernambuco_sc_la_100_a_199_qc;BemViver Premium R2;QC;"""100 a 199""";BAHIA;Demais empresas;Linha Selecionada;Sem coparticipação;false;330;"""233,02""";"""272,63""";"""333,21""";"""400,79""";"""421,76""";"""463,70""";"""580,21""";"""638,47""";"""796,92""";"""1393,44"""
246;bemviver_gold_441325639_são_paulo_sc_la_3_a_29_qp;BemViver Gold R3;QP;"""3 a 29""";PARANÁ;Compulsório;Linha Selecionada;Sem coparticipação;false;9;"""964,45""";"""1128,41""";"""1379,17""";"""1658,86""";"""1745,66""";"""1919,26""";"""2401,48""";"""2642,60""";"""3298,42""";"""5767,42"""
247;bemviver_silver_738150148_minas_gerais_sc_co_3_a_29_qc;BemViver Silver R1;QC;"""3 a 29""";BAHIA;Demais empresas;Linha Master;Sem coparticipação;false;41;"""768,70""";"""899,38""";"""1099,24""";"""1322,16""";"""1391,34""";"""1529,71""";"""1914,06""";"""2106,23""";"""2628,95""";"""4596,81"""
248;bemviver_platinum_235917058_são_paulo_sc_co_30_a_99_qp;BemViver Platinum R2;QP;"""30 a 99""";SÃO PAULO;Compulsório;Linha Master;Com coparticipação30;false;54;"""214,87""";"""251,39""";"""307,26""";"""369,57""";"""388,91""";"""427,58""";"""535,02""";"""588,73""";"""734,84""";"""1284,90"""
249;bemviver_platinum_724309250_minas_gerais_cc_co_3_a_29_qc;BemViver Platinum R3;QC;"""3 a 29""";RIO DE JANEIRO;Livre Adesão;Linha Premium;Sem coparticipação;false;75;"""541,34""";"""633,36""";"""774,11""";"""931,10""";"""979,82""";"""1077,26""";"""1347,93""";"""1483,26""";"""1851,37""";"""3237,19"""
250;bemviver_platinum_174715029_paraíba_cc_la_2_qc;BemViver Platinum R2;QC;"""2""";BAHIA;Demais empresas;Linha Premium;Sem coparticipação;false;351;"""747,04""";"""874,04""";"""1068,27""";"""1284,91""";"""1352,15""";"""1486,61""";"""1860,13""";"""2046,90""";"""2554,88""";"""4467,31"""
251;bemviver_premium_078171613_rio_de_janeiro_cc_la_100_a_199_qc;BemViver Premium R1;QC;"""100 a 199""";BAHIA;Compulsório;Linha Básica;Sem coparticipação;false;88;"""720,34""";"""842,80""";"""1030,09""";"""1238,99""";"""1303,82""";"""1433,48""";"""1793,65""";"""1973,74""";"""2463,57""";"""4307,64"""
252;bemviver_diamond_323819411_pernambuco_sc_co_100_a_199_qc;BemViver Diamond R1;QC;"""100 a 199""";SÃO PAULO;Demais empresas;Linha Premium;Com coparticipação parcial;false;6;"""1038,87""";"""1215,48""";"""1485,58""";"""1786,86""";"""1880,36""";"""2067,35""";"""2586,79""";"""2846,51""";"""3552,94""";"""6212,45"""
253;bemviver_gold_950037481_rio_de_janeiro_sc_la_2_qc;BemViver Gold R2;QC;"""2""";SÃO PAULO;Demais empresas;Linha Selecionada;Com coparticipação30;false;30;"""667,61""";"""781,11""";"""954,69""";"""1148,29""";"""1208,38""";"""1328,55""";"""1662,36""";"""1829,26""";"""2283,24""";"""3992,32"""
254;bemviver_diamond_779100552_pernambuco_ccp_co_100_a_199_qp;BemViver Diamond R1;QP;"""100 a 199""";PARAÍBA;Livre Adesão;Linha Selecionada;Com coparticipação30;false;410;"""755,39""";"""883,81""";"""1080,21""";"""1299,27""";"""1367,26""";"""1503,23""";"""1880,92""";"""2069,77""";"""2583,44""";"""4517,24"""
255;bemviver_elite_048178849_são_paulo_sc_la_2_qp;BemViver Elite R1;QP;"""2""";PARANÁ;Demais empresas;Linha Master;Sem coparticipação;false;177;"""696,85""";"""815,31""";"""996,49""";"""1198,57""";"""1261,29""";"""1386,72""";"""1735,15""";"""1909,36""";"""2383,21""";"""4167,14"""
256;bemviver_diamond_974513389_pernambuco_ccp_la_100_a_199_qc;BemViver Diamond R1;QC;"""100 a 199""";PERNAMBUCO;Compulsório;Linha Selecionada;Com coparticipação30;false;154;"""280,43""";"""328,10""";"""401,01""";"""482,34""";"""507,58""";"""558,05""";"""698,27""";"""768,38""";"""959,07""";"""1676,97"""
257;bemviver_premium_915174644_pernambuco_sc_co_100_a_199_qc;BemViver Premium R1;QC;"""100 a 199""";MINAS GERAIS;Compulsório;Linha Master;Sem coparticipação;false;446;"""563,63""";"""659,45""";"""806,00""";"""969,45""";"""1020,18""";"""1121,63""";"""1403,45""";"""1544,36""";"""1927,63""";"""3370,54"""
258;bemviver_gold_462746299_bahia_ccp_la_30_a_99_qc;BemViver Gold R1;QC;"""30 a 99""";RIO DE JANEIRO;Livre Adesão;Linha Selecionada;Sem coparticipação;false;405;"""978,48""";"""1144,82""";"""1399,23""";"""1682,98""";"""1771,05""";"""1947,17""";"""2436,41""";"""2681,03""";"""3346,40""";"""5851,31"""
259;bemviver_diamond_330335841_pernambuco_ccp_la_3_a_29_qp;BemViver Diamond R3;QP;"""3 a 29""";SÃO PAULO;Livre Adesão;Linha Selecionada;Com coparticipação parcial;false;114;"""470,10""";"""550,01""";"""672,24""";"""808,56""";"""850,87""";"""935,49""";"""1170,54""";"""1288,06""";"""1607,73""";"""2811,17"""
260;bemviver_basic_570831397_minas_gerais_ccp_co_3_a_29_qc;BemViver Basic R3;QC;"""3 a 29""";PARAÍBA;Compulsório;Linha Selecionada;Com coparticipação parcial;false;126;"""1112,25""";"""1301,33""";"""1590,51""";"""1913,07""";"""2013,17""";"""2213,37""";"""2769,50""";"""3047,56""";"""3803,89""";"""6651,24"""
261;bemviver_platinum_533102058_são_paulo_sc_co_30_a_99_qc;BemViver Platinum R3;QC;"""30 a 99""";MINAS GERAIS;Compulsório;Linha Selecionada;Com coparticipação parcial;false;130;"""524,80""";"""614,02""";"""750,47""";"""902,66""";"""949,89""";"""1044,36""";"""1306,76""";"""1437,96""";"""1794,83""";"""3138,32"""
262;bemviver_master_969709130_minas_gerais_ccp_la_100_a_199_qp;BemViver Master R1;QP;"""100 a 199""";SÃO PAULO;Demais empresas;Linha Premium;Com coparticipação30;false;239;"""645,66""";"""755,42""";"""923,29""";"""1110,53""";"""1168,64""";"""1284,86""";"""1607,69""";"""1769,10""";"""2208,15""";"""3861,03"""
263;bemviver_premium_537921044_rio_de_janeiro_sc_co_3_a_29_qc;BemViver Premium R2;QC;"""3 a 29""";SÃO PAULO;Demais empresas;Linha Master;Com coparticipação parcial;false;141;"""524,45""";"""613,61""";"""749,96""";"""902,05""";"""949,25""";"""1043,65""";"""1305,88""";"""1436,99""";"""1793,62""";"""3136,20"""
264;bemviver_basic_631595587_paraná_ccp_co_2_qp;BemViver Basic R3;QP;"""2""";PARANÁ;Livre Adesão;Linha Básica;Com coparticipação parcial;false;318;"""872,69""";"""1021,05""";"""1247,95""";"""1501,03""";"""1579,57""";"""1736,66""";"""2173,00""";"""2391,18""";"""2984,61""";"""5218,70"""
265;bemviver_gold_835682205_minas_gerais_cc_la_30_a_99_qc;BemViver Gold R1;QC;"""30 a 99""";RIO DE JANEIRO;Compulsório;Linha Premium;Com coparticipação30;false;347;"""396,15""";"""463,50""";"""566,50""";"""681,38""";"""717,04""";"""788,35""";"""986,42""";"""1085,46""";"""1354,85""";"""2369,00"""
266;bemviver_elite_477461974_minas_gerais_cc_co_100_a_199_qp;BemViver Elite R2;QP;"""100 a 199""";MINAS GERAIS;Compulsório;Linha Selecionada;Sem coparticipação;false;184;"""996,66""";"""1166,09""";"""1425,22""";"""1714,25""";"""1803,95""";"""1983,34""";"""2481,67""";"""2730,84""";"""3408,56""";"""5960,00"""
267;bemviver_premium_774550415_paraná_ccp_co_3_a_29_qp;BemViver Premium R1;QP;"""3 a 29""";PERNAMBUCO;Livre Adesão;Linha Selecionada;Com coparticipação30;false;98;"""755,44""";"""883,87""";"""1080,28""";"""1299,36""";"""1367,35""";"""1503,33""";"""1881,06""";"""2069,92""";"""2583,62""";"""4517,56"""
268;bemviver_diamond_547870642_bahia_sc_co_100_a_199_qc;BemViver Diamond R2;QC;"""100 a 199""";RIO DE JANEIRO;Compulsório;Linha Básica;Sem coparticipação;false;226;"""609,50""";"""713,11""";"""871,58""";"""1048,33""";"""1103,19""";"""1212,90""";"""1517,65""";"""1670,02""";"""2084,48""";"""3644,79"""
269;bemviver_premium_374477699_rio_de_janeiro_ccp_la_30_a_99_qc;BemViver Premium R1;QC;"""30 a 99""";RIO DE JANEIRO;Livre Adesão;Linha Básica;Com coparticipação30;false;71;"""213,08""";"""249,30""";"""304,70""";"""366,49""";"""385,67""";"""424,02""";"""530,56""";"""583,83""";"""728,72""";"""1274,20"""
270;bemviver_elite_989365802_paraná_sc_co_30_a_99_qp;BemViver Elite R3;QP;"""30 a 99""";BAHIA;Compulsório;Linha Premium;Com coparticipação30;false;217;"""959,26""";"""1122,33""";"""1371,74""";"""1649,92""";"""1736,25""";"""1908,92""";"""2388,55""";"""2628,36""";"""3280,66""";"""5736,35"""
271;bemviver_master_440204813_paraíba_ccp_co_3_a_29_qc;BemViver Master R3;QC;"""3 a 29""";PERNAMBUCO;Livre Adesão;Linha Master;Com coparticipação30;false;122;"""527,99""";"""617,74""";"""755,02""";"""908,14""";"""955,65""";"""1050,69""";"""1314,69""";"""1446,68""";"""1805,71""";"""3157,36"""
272;bemviver_basic_087077781_bahia_ccp_co_3_a_29_qc;BemViver Basic R1;QC;"""3 a 29""";RIO DE JANEIRO;Compulsório;Linha Premium;Com coparticipação parcial;false;259;"""201,52""";"""235,78""";"""288,17""";"""346,62""";"""364,75""";"""401,03""";"""501,79""";"""552,17""";"""689,20""";"""1205,09"""
273;bemviver_silver_858913783_minas_gerais_ccp_la_100_a_199_qp;BemViver Silver R2;QP;"""100 a 199""";MINAS GERAIS;Compulsório;Linha Selecionada;Sem coparticipação;false;82;"""436,62""";"""510,84""";"""624,36""";"""750,98""";"""790,28""";"""868,87""";"""1087,18""";"""1196,33""";"""1493,23""";"""2610,97"""
